department,municipality,crop,period,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species;;;;
Huila,Municipio_1,Maíz,2020A,2.03,0.6151515151515151,20.703035714285715,20.150752688172044,1,,;;;;
Cundinamarca,Municipio_34,Cebolla,2023B,2.48,0.6534914361001317,19.91877192982456,20.49142857142857,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_37,Maíz,2020A,2.9,0.6937799043062202,19.96242424242424,18.93337837837838,1,,;;;;
Nariño,Municipio_40,Caña de azúcar,2019A,2.33,0.5331807780320366,20.372999999999998,20.75675,1,,;;;;
Valle del Cauca,Municipio_42,Caña de azúcar,2020A,2.48,0.5636363636363636,18.32952380952381,19.294457831325303,1,,;;;;
Boyacá,Municipio_43,Papa,2021A,1.9,0.47322540473225405,19.124363636363636,19.874307692307692,1,,;;;;
Antioquia,Municipio_44,Arroz,2020B,1.04,0.23963133640552997,20.322758620689655,20.69054054054054,1,,;;;;
Antioquia,Municipio_48,Tomate,2019B,1.5,0.3764115432873275,19.741891891891893,19.624179104477612,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_0,Café,2019B,0.6,0.14510278113663846,20.789610389610388,19.68686046511628,1,,;;;;
Antioquia,Municipio_1,Caña de azúcar,2024A,2.25,0.5494505494505494,19.41078125,19.938644067796613,1,,;;;;
Valle del Cauca,Municipio_3,Tomate,2020B,0.92,0.20309050772626935,19.326249999999998,18.41060606060606,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_8,Tomate,2020A,1.61,0.33230134158926733,19.68257575757576,20.537560975609754,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_9,Caña de azúcar,2019A,1.06,0.2409090909090909,20.181408450704225,19.79,1,,;;;;
Valle del Cauca,Municipio_11,Plátano,2020B,2.31,0.6031331592689295,19.326249999999998,18.41060606060606,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_12,Papa,2021A,2.79,0.66270783847981,20.018333333333334,18.830140845070424,1,,;;;;
Antioquia,Municipio_13,Café,2024A,3.07,0.6382536382536382,19.41078125,19.938644067796613,1,,;;;;
Huila,Municipio_16,Papa,2023A,0.57,0.13902439024390245,19.474050632911393,20.17782608695652,1,,;;;;
Antioquia,Municipio_18,Cebolla,2021B,2.48,0.5890736342042755,20.880289855072466,20.533137254901963,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_19,Maíz,2021A,2.27,0.5194508009153318,19.247192982456138,19.495,1,,;;;;
Nariño,Municipio_21,Arroz,2019B,2.38,0.5190839694656488,20.090631578947367,19.092380952380953,1,,;;;;
Antioquia,Municipio_22,Tomate,2021B,1.63,0.4090338770388958,20.880289855072466,20.533137254901963,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_25,Cebolla,2022A,1.88,0.41228070175438597,19.323636363636364,20.214615384615385,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_31,Arroz,2023B,1.71,0.402826855123675,20.161704545454544,20.32278350515464,1,,;;;;
Antioquia,Municipio_33,Cebolla,2020A,1.39,0.33016627078384797,19.96242424242424,18.93337837837838,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_36,Tomate,2022B,0.53,0.13299874529485572,18.532027027027027,20.207,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_39,Arroz,2020A,1.63,0.3555070883315158,19.68257575757576,20.537560975609754,1,,;;;;
Cauca,Municipio_44,Café,2019A,1.61,0.3617977528089888,20.72262295081967,19.674705882352942,1,,;;;;
Huila,Municipio_45,Café,2022A,1.35,0.32648125755743657,20.970761904761904,19.92223880597015,1,,;;;;
Antioquia,Municipio_1,Caña de azúcar,2023B,0.74,0.18070818070818068,20.718405797101447,20.179552238805968,1,,;;;;
Huila,Municipio_19,Cebolla,2020A,2.29,0.531322505800464,20.703035714285715,20.150752688172044,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_20,Arroz,2019B,0.52,0.10766045548654245,19.518985507246377,18.94787234042553,1,,;;;;
Nariño,Municipio_22,Tomate,2021B,2.17,0.44788441692466463,20.41,20.357157894736844,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_23,Tomate,2020B,2.24,0.5997322623828648,19.692,19.989056603773587,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_25,Papa,2019B,0.73,0.18024691358024691,20.169999999999998,19.436666666666667,1,,;;;;
Boyacá,Municipio_28,Papa,2022A,0.7,0.17434620174346202,22.0794,20.42222222222222,1,,;;;;
Valle del Cauca,Municipio_30,Papa,2024A,1.69,0.367791077257889,20.928125,20.160983606557377,1,,;;;;
Nariño,Municipio_38,Caña de azúcar,2023A,0.78,0.17848970251716248,19.6064,20.675070422535214,1,,;;;;
Nariño,Municipio_42,Arroz,2019A,1.48,0.3227917121046892,20.372999999999998,20.75675,1,,;;;;
Antioquia,Municipio_2,Arroz,2020A,2.7,0.6221198156682028,19.96242424242424,18.93337837837838,1,,;;;;
Huila,Municipio_3,Tomate,2021A,2.45,0.674002751031637,19.784823529411764,19.914601769911503,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_6,Maíz,2021A,0.58,0.17575757575757575,19.784823529411764,19.914601769911503,1,,;;;;
Tolima,Municipio_8,Caña de azúcar,2019A,2.81,0.6444954128440367,20.95840579710145,20.62448717948718,1,,;;;;
Cundinamarca,Municipio_10,Papa,2020B,1.58,0.3412526997840173,19.98813559322034,20.099622641509434,1,,;;;;
Tolima,Municipio_20,Caña de azúcar,2023A,1.31,0.30045871559633025,20.069375,18.745662650602412,1,,;;;;
Nariño,Municipio_22,Café,2022A,0.93,0.18960244648318048,20.219638554216868,19.06581081081081,1,,;;;;
Cauca,Municipio_24,Maíz,2019A,2.42,0.608805031446541,20.72262295081967,19.674705882352942,1,,;;;;
Antioquia,Municipio_29,Papa,2021B,2.94,0.6885245901639345,20.880289855072466,20.533137254901963,1,,;;;;
Antioquia,Municipio_30,Arroz,2022B,2.69,0.619815668202765,18.532027027027027,20.207,1,,;;;;
Antioquia,Municipio_31,Maíz,2020A,0.75,0.17942583732057418,19.96242424242424,18.93337837837838,1,,;;;;
Tolima,Municipio_34,Plátano,2021A,2.18,0.6337209302325582,21.329101123595507,20.579638554216867,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_44,Papa,2023B,2.51,0.6243781094527363,20.36078947368421,19.333333333333332,1,,;;;;
Antioquia,Municipio_45,Plátano,2020A,2.17,0.5493670886075949,19.96242424242424,18.93337837837838,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_1,Café,2019A,1.18,0.26516853932584267,20.72262295081967,19.674705882352942,1,,;;;;
Antioquia,Municipio_3,Tomate,2019B,2.37,0.5947302383939774,19.741891891891893,19.624179104477612,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_4,Arroz,2024A,1.49,0.28219696969696967,20.928125,20.160983606557377,1,,;;;;
Cauca,Municipio_6,Arroz,2021A,0.71,0.15901455767077266,19.70551020408163,21.32767441860465,1,,;;;;
Huila,Municipio_7,Café,2019B,0.74,0.17896009673518742,20.789610389610388,19.68686046511628,1,,;;;;
Nariño,Municipio_8,Café,2023B,2.82,0.5749235474006117,20.486489361702127,20.89241379310345,1,,;;;;
Valle del Cauca,Municipio_11,Maíz,2019B,1.39,0.39657631954350925,20.22736842105263,19.918163265306124,1,,;;;;
Valle del Cauca,Municipio_15,Tomate,2020A,2.25,0.4966887417218544,18.32952380952381,19.294457831325303,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_18,Arroz,2020B,0.77,0.17245240761478164,19.080545454545454,19.468571428571426,1,,;;;;
Tolima,Municipio_20,Café,2021B,2.57,0.6337854500616523,20.026666666666667,21.05457831325301,1,,;;;;
Huila,Municipio_25,Cebolla,2021B,1.06,0.2459396751740139,19.25777777777778,19.900219780219782,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_26,Plátano,2019B,2.45,0.6515957446808511,19.518985507246377,18.94787234042553,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_32,Cebolla,2020B,2.15,0.47149122807017546,19.973684210526315,19.801704545454545,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_33,Plátano,2021A,1.12,0.28644501278772383,19.247192982456138,19.495,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_34,Café,2019B,2.35,0.6283422459893048,19.518985507246377,18.94787234042553,1,,;;;;
Cundinamarca,Municipio_39,Arroz,2020A,0.58,0.12314225053078555,20.91596153846154,20.497878787878786,1,,;;;;
Antioquia,Municipio_40,Tomate,2022A,1.39,0.34880803011292344,20.358852459016394,19.217837837837838,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_41,Caña de azúcar,2023A,1.25,0.3052503052503052,19.81875,19.040714285714284,1,,;;;;
Cauca,Municipio_42,Plátano,2020B,1.41,0.332939787485242,19.080545454545454,19.468571428571426,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_48,Arroz,2022A,1.97,0.4539170506912443,20.358852459016394,19.217837837837838,1,,;;;;
Valle del Cauca,Municipio_0,Plátano,2020A,0.87,0.22715404699738903,18.32952380952381,19.294457831325303,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_1,Papa,2024A,2.3,0.5721393034825871,21.651444444444447,19.802235294117647,1,,;;;;
Antioquia,Municipio_6,Plátano,2021A,0.95,0.24050632911392403,21.0559375,21.03790322580645,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_8,Plátano,2021A,0.82,0.21808510638297873,19.124363636363636,19.874307692307692,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_11,Tomate,2022B,0.82,0.1692466460268318,19.881125,18.810873786407768,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_13,Tomate,2019A,2.44,0.671251719394773,20.35783505154639,20.50613636363636,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_15,Arroz,2023B,2.19,0.5983606557377049,20.36078947368421,19.333333333333332,1,,;;;;
Cauca,Municipio_19,Plátano,2023A,2.53,0.5974025974025973,19.91261904761905,20.53529411764706,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_22,Maíz,2021B,2.12,0.5096153846153846,20.026666666666667,21.05457831325301,1,,;;;;
Nariño,Municipio_23,Plátano,2019B,1.07,0.25970873786407767,20.090631578947367,19.092380952380953,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_27,Tomate,2023A,2.55,0.6398996235884566,19.81875,19.040714285714284,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_31,Arroz,2019A,0.56,0.13191990577149593,20.35783505154639,20.50613636363636,1,,;;;;
Cauca,Municipio_32,Maíz,2022B,1.15,0.2893081761006289,19.49561403508772,20.660851063829785,1,,;;;;
Antioquia,Municipio_37,Arroz,2020B,0.8,0.18433179723502305,20.322758620689655,20.69054054054054,1,,;;;;
Valle del Cauca,Municipio_43,Maíz,2019A,1.03,0.29386590584878747,20.181408450704225,19.79,1,,;;;;
Valle del Cauca,Municipio_5,Arroz,2022B,2.5,0.47348484848484845,19.527916666666666,20.646349206349207,1,,;;;;
Boyacá,Municipio_10,Maíz,2024A,0.57,0.14596670934699102,19.69103448275862,20.792575757575758,1,,;;;;
Nariño,Municipio_11,Maíz,2021A,0.84,0.17177914110429446,20.018333333333334,18.830140845070424,1,,;;;;
Huila,Municipio_15,Maíz,2024A,1.93,0.5848484848484848,19.530091743119268,19.269459459459462,1,,;;;;
Valle del Cauca,Municipio_18,Papa,2020A,1.31,0.2850924918389554,18.32952380952381,19.294457831325303,1,,;;;;
Nariño,Municipio_24,Plátano,2020B,2.1,0.5097087378640777,21.84720430107527,20.24878787878788,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_25,Cebolla,2019B,1.51,0.35034802784222735,20.789610389610388,19.68686046511628,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_26,Café,2023B,0.96,0.1995841995841996,20.718405797101447,20.179552238805968,1,,;;;;
Antioquia,Municipio_32,Tomate,2023A,2.66,0.6675031367628608,19.81875,19.040714285714284,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_45,Caña de azúcar,2021B,2.77,0.5630081300813008,19.25777777777778,19.900219780219782,1,,;;;;
Antioquia,Municipio_0,Papa,2019A,1.33,0.31147540983606564,20.655535714285715,19.134545454545457,1,,;;;;
Cauca,Municipio_1,Plátano,2019B,2.66,0.628099173553719,20.169999999999998,19.436666666666667,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_5,Caña de azúcar,2023B,0.62,0.14187643020594964,20.486489361702127,20.89241379310345,1,,;;;;
Cauca,Municipio_7,Tomate,2019A,0.73,0.1725768321513002,20.72262295081967,19.674705882352942,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_8,Tomate,2019B,2.61,0.6549560853199498,19.741891891891893,19.624179104477612,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_10,Papa,2022A,1.51,0.3728395061728395,19.10884615384615,20.598727272727274,1,,;;;;
Antioquia,Municipio_21,Cebolla,2020B,1.43,0.339667458432304,20.322758620689655,20.69054054054054,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_22,Tomate,2019A,2.47,0.545253863134658,20.181408450704225,19.79,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_25,Papa,2023B,2.54,0.6326276463262765,19.88578947368421,17.87703125,1,,;;;;
Boyacá,Municipio_27,Maíz,2022A,1.27,0.32522407170294493,22.0794,20.42222222222222,1,,;;;;
Cauca,Municipio_32,Arroz,2023A,0.83,0.1858902575587906,19.91261904761905,20.53529411764706,1,,;;;;
Antioquia,Municipio_35,Plátano,2023B,2.28,0.5772151898734177,20.718405797101447,20.179552238805968,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_38,Caña de azúcar,2021A,1.36,0.3090909090909091,19.562539682539683,19.55327868852459,1,,;;;;
Nariño,Municipio_46,Tomate,2021B,2.93,0.6047471620227038,20.41,20.357157894736844,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_48,Caña de azúcar,2022A,1.24,0.29245283018867924,19.109322033898305,20.18279411764706,1,,;;;;
Cauca,Municipio_1,Papa,2020A,1.42,0.3506172839506173,19.62125,18.869791666666668,1,,;;;;
Valle del Cauca,Municipio_6,Maíz,2019A,1.51,0.43081312410841655,20.181408450704225,19.79,1,,;;;;
Tolima,Municipio_7,Plátano,2019B,2.0,0.5813953488372093,19.906478873239436,19.50090909090909,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_8,Maíz,2020B,1.86,0.44711538461538464,19.973684210526315,19.801704545454545,1,,;;;;
Boyacá,Municipio_14,Tomate,2021A,2.47,0.6613119143239625,19.124363636363636,19.874307692307692,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_15,Maíz,2021B,1.15,0.2351738241308793,20.41,20.357157894736844,1,,;;;;
Cauca,Municipio_17,Arroz,2022A,2.47,0.5531914893617021,19.10884615384615,20.598727272727274,1,,;;;;
Valle del Cauca,Municipio_19,Papa,2019B,2.27,0.4940152339499456,20.22736842105263,19.918163265306124,1,,;;;;
Cauca,Municipio_25,Arroz,2020B,0.83,0.1858902575587906,19.080545454545454,19.468571428571426,1,,;;;;
Cauca,Municipio_27,Maíz,2022A,1.47,0.369811320754717,19.10884615384615,20.598727272727274,1,,;;;;
Huila,Municipio_28,Plátano,2019A,1.28,0.3585434173669468,20.35783505154639,20.50613636363636,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_30,Maíz,2021A,1.27,0.3038277511961723,21.0559375,21.03790322580645,1,,;;;;
Huila,Municipio_31,Papa,2023B,1.47,0.3585365853658537,20.161704545454544,20.32278350515464,1,,;;;;
Boyacá,Municipio_35,Maíz,2023B,2.57,0.6581306017925735,19.88578947368421,17.87703125,1,,;;;;
Nariño,Municipio_42,Café,2019A,2.77,0.5647298674821611,20.372999999999998,20.75675,1,,;;;;
Antioquia,Municipio_43,Maíz,2021A,1.39,0.33253588516746413,21.0559375,21.03790322580645,1,,;;;;
Tolima,Municipio_45,Café,2021A,2.51,0.6189889025893958,21.329101123595507,20.579638554216867,1,,;;;;
Valle del Cauca,Municipio_46,Arroz,2019A,2.89,0.5473484848484849,20.181408450704225,19.79,1,,;;;;
Boyacá,Municipio_48,Cebolla,2020B,1.71,0.42326732673267337,19.692,19.989056603773587,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_49,Papa,2021A,2.31,0.5486935866983373,20.018333333333334,18.830140845070424,1,,;;;;
Huila,Municipio_4,Caña de azúcar,2020A,2.77,0.5630081300813008,20.703035714285715,20.150752688172044,1,,;;;;
Huila,Municipio_8,Arroz,2019A,0.91,0.21436984687868085,20.35783505154639,20.50613636363636,1,,;;;;
Nariño,Municipio_9,Café,2022A,1.29,0.2629969418960245,20.219638554216868,19.06581081081081,1,,;;;;
Nariño,Municipio_10,Tomate,2022B,2.71,0.5593395252837977,19.881125,18.810873786407768,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_13,Maíz,2021B,1.93,0.44164759725400454,19.52462962962963,20.04092307692308,1,,;;;;
Boyacá,Municipio_18,Tomate,2021B,2.44,0.6532797858099062,20.243703703703705,20.21061224489796,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_20,Plátano,2022A,2.57,0.650632911392405,20.358852459016394,19.217837837837838,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
